招生学院	所在校区	一级学科	报考专业代码	二级学科	专硕or学硕	一年学费	排名方式	专业学制	专业说明	政治	外语	业务课一	业务课二	科目一	科目二	初试参考书名称	作者	版本号	出版社	说明	初试参考书图片名称	复试参考书名称	作者	版本号	出版社	说明	复试参考书图片名称	拟录取名单	复试名单	2021	2020	2019	2018
法学院	崂山校区	0301法学	030101	法学理论	学硕	8000	初试成绩按一级学科排名	三年	-	101思想政治理论	201英语一	631 法学基础理论	900 法学综合考试	F1601法理学	-	民法学#刑法学#刑法学#法理学#国际法#宪法#宪法学#刑事诉讼法	胡家强#于阜民#张明楷#李瑜青#王铁崖#周叶中#王德志#陈光中	最新版#最新版#最新版#最新版#最新版#最新版#最新版#最新版	科学出版社#科学出版社#法律出版社#科学出版社#法律出版社#高等教育出版社#科学出版社#北京大学出版社、高等教育出版社	海大自己的书，民法典修订的内容，参考法考方志平或钟秀勇老师的讲义，以及法硕的讲义#海大自己的书#与于老师的书搭配使用#海大自己出版的书，再参考张文显老师的法理学和法考主观的法治理论部分#再参考海大蓝皮书和法考杨帆（可听法考课，帮助理解）#宪法 与周叶中老师的书结合来看#宪法 海大自己的书，再参考一下周叶中老师的书，结合学习#刑诉修改部分参考法考向高甲老师的讲义	1.jpg#2.png#3.jpg#4.jpg#5.jpg#6.png#7.jpg#8.jpg	-	-	-	-	-	-	2021-1.xls	2021-1.xls#2020-1.xls	6#4#4#0#-#330#-	11#15#11#26.7%#-#362#-	9#-#-#-#52#332#5.8:1	8#-#-#-#58#315#7.3:1
法学院	崂山校区	0301法学	030103	宪法学与行政法学	学硕	8000	初试成绩按一级学科排名	三年	-	101思想政治理论	201英语一	631 法学基础理论	900 法学综合考试	F1602宪法与行政法学	-	民法学#刑法学#刑法学#法理学#国际法#宪法#宪法学#刑事诉讼法	胡家强#于阜民#张明楷#李瑜青#王铁崖#周叶中#王德志#陈光中	最新版#最新版#最新版#最新版#最新版#最新版#最新版#最新版	科学出版社#科学出版社#法律出版社#科学出版社#法律出版社#高等教育出版社#科学出版社#北京大学出版社、高等教育出版社	海大自己的书，民法典修订的内容，参考法考方志平或钟秀勇老师的讲义，以及法硕的讲义#海大自己的书#与于老师的书搭配使用#海大自己出版的书，再参考张文显老师的法理学和法考主观的法治理论部分#再参考海大蓝皮书和法考杨帆（可听法考课，帮助理解）#宪法 与周叶中老师的书结合来看#宪法 海大自己的书，再参考一下周叶中老师的书，结合学习#刑诉修改部分参考法考向高甲老师的讲义	1.jpg#2.png#3.jpg#4.jpg#5.jpg#6.png#7.jpg#8.jpg	-	-	-	-	-	-	2021-2.xls	2021-1.xls#2020-1.xls	1#-#1#-#-#330#-	1#-#2#-#-#362#-	1#-#-#-#4#320#4:1	3#-#-#-#22#315#7.3:1
法学院	崂山校区	0301法学	030104	刑法学	学硕	8000	初试成绩按一级学科排名	三年	-	101思想政治理论	201英语一	631 法学基础理论	900 法学综合考试	F1603刑法学	-	民法学#刑法学#刑法学#法理学#国际法#宪法#宪法学#刑事诉讼法	胡家强#于阜民#张明楷#李瑜青#王铁崖#周叶中#王德志#陈光中	最新版#最新版#最新版#最新版#最新版#最新版#最新版#最新版	科学出版社#科学出版社#法律出版社#科学出版社#法律出版社#高等教育出版社#科学出版社#北京大学出版社、高等教育出版社	海大自己的书，民法典修订的内容，参考法考方志平或钟秀勇老师的讲义，以及法硕的讲义#海大自己的书#与于老师的书搭配使用#海大自己出版的书，再参考张文显老师的法理学和法考主观的法治理论部分#再参考海大蓝皮书和法考杨帆（可听法考课，帮助理解）#宪法 与周叶中老师的书结合来看#宪法 海大自己的书，再参考一下周叶中老师的书，结合学习#刑诉修改部分参考法考向高甲老师的讲义	1.jpg#2.png#3.jpg#4.jpg#5.jpg#6.png#7.jpg#8.jpg	-	-	-	-	-	-	2021-3.xls	2021-1.xls#2020-2.xls	6#9#7#22%#-#330#-	4#9#5#44%#-#362#-	4#-#-#-#18#320#4.5:1	1#-#-#-#16#315#16:1
法学院	崂山校区	0301法学	030105	民商法学	学硕	8000	初试成绩按一级学科排名	三年	-	101思想政治理论	201英语一	631 法学基础理论	900 法学综合考试	F1604民法学	-	民法学#刑法学#刑法学#法理学#国际法#宪法#宪法学#刑事诉讼法	胡家强#于阜民#张明楷#李瑜青#王铁崖#周叶中#王德志#陈光中	最新版#最新版#最新版#最新版#最新版#最新版#最新版#最新版	科学出版社#科学出版社#法律出版社#科学出版社#法律出版社#高等教育出版社#科学出版社#北京大学出版社、高等教育出版社	海大自己的书，民法典修订的内容，参考法考方志平或钟秀勇老师的讲义，以及法硕的讲义#海大自己的书#与于老师的书搭配使用#海大自己出版的书，再参考张文显老师的法理学和法考主观的法治理论部分#再参考海大蓝皮书和法考杨帆（可听法考课，帮助理解）#宪法 与周叶中老师的书结合来看#宪法 海大自己的书，再参考一下周叶中老师的书，结合学习#刑诉修改部分参考法考向高甲老师的讲义	1.jpg#2.png#3.jpg#4.jpg#5.jpg#6.png#7.jpg#8.jpg	-	-	-	-	-	-	2021-4.xls	2021-1.xls#2020-3.xls	3#4#4#0#-#330#-	2#4#3#25%#-#362#-	3#-#-#-#18#343#6:1	3#-#-#-#16#315#5.3:1
法学院	崂山校区	0301法学	030106	诉讼法学	学硕	8000	初试成绩按一级学科排名	三年	-	101思想政治理论	201英语一	631 法学基础理论	900 法学综合考试	F1605诉讼法学	-	民法学#刑法学#刑法学#法理学#国际法#宪法#宪法学#刑事诉讼法	胡家强#于阜民#张明楷#李瑜青#王铁崖#周叶中#王德志#陈光中	最新版#最新版#最新版#最新版#最新版#最新版#最新版#最新版	科学出版社#科学出版社#法律出版社#科学出版社#法律出版社#高等教育出版社#科学出版社#北京大学出版社、高等教育出版社	海大自己的书，民法典修订的内容，参考法考方志平或钟秀勇老师的讲义，以及法硕的讲义#海大自己的书#与于老师的书搭配使用#海大自己出版的书，再参考张文显老师的法理学和法考主观的法治理论部分#再参考海大蓝皮书和法考杨帆（可听法考课，帮助理解）#宪法 与周叶中老师的书结合来看#宪法 海大自己的书，再参考一下周叶中老师的书，结合学习#刑诉修改部分参考法考向高甲老师的讲义	1.jpg#2.png#3.jpg#4.jpg#5.jpg#6.png#7.jpg#8.jpg	-	-	-	-	-	-	2021-5.xls	2021-1.xls#2020-4.xls	5#11#6#5#0.45#-#330#-	5#11#5#6#0.54#-#362#-	5#-#-#-#-#23#336#-	4#-#-#-#-#19#315#-
法学院	崂山校区	0301法学	030108	环境与资源保护法学	学硕	8000	初试成绩按一级学科排名	三年	-	101思想政治理论	201英语一	631 法学基础理论	900 法学综合考试	F1606环境与资源保护法学	-	民法学#刑法学#刑法学#法理学#国际法#宪法#宪法学#刑事诉讼法	胡家强#于阜民#张明楷#李瑜青#王铁崖#周叶中#王德志#陈光中	最新版#最新版#最新版#最新版#最新版#最新版#最新版#最新版	科学出版社#科学出版社#法律出版社#科学出版社#法律出版社#高等教育出版社#科学出版社#北京大学出版社、高等教育出版社	海大自己的书，民法典修订的内容，参考法考方志平或钟秀勇老师的讲义，以及法硕的讲义#海大自己的书#与于老师的书搭配使用#海大自己出版的书，再参考张文显老师的法理学和法考主观的法治理论部分#再参考海大蓝皮书和法考杨帆（可听法考课，帮助理解）#宪法 与周叶中老师的书结合来看#宪法 海大自己的书，再参考一下周叶中老师的书，结合学习#刑诉修改部分参考法考向高甲老师的讲义	1.jpg#2.png#3.jpg#4.jpg#5.jpg#6.png#7.jpg#8.jpg	-	-	-	-	-	-	2021-6.xls	2021-1.xls#2020-5.xls	6#9#6#33%#-#330#-	6#9#6#33%#-#362#-	7#-#-#-#72#353#10.3:1	9#-#-#-#71#315#7.9:1
法学院	崂山校区	0301法学	030109	国际法学	学硕	8000	初试成绩按一级学科排名	三年	-	101思想政治理论	201英语一	631 法学基础理论	900 法学综合考试	F1607国际法学	-	民法学#刑法学#刑法学#法理学#国际法#宪法#宪法学#刑事诉讼法	胡家强#于阜民#张明楷#李瑜青#王铁崖#周叶中#王德志#陈光中	最新版#最新版#最新版#最新版#最新版#最新版#最新版#最新版	科学出版社#科学出版社#法律出版社#科学出版社#法律出版社#高等教育出版社#科学出版社#北京大学出版社、高等教育出版社	海大自己的书，民法典修订的内容，参考法考方志平或钟秀勇老师的讲义，以及法硕的讲义#海大自己的书#与于老师的书搭配使用#海大自己出版的书，再参考张文显老师的法理学和法考主观的法治理论部分#再参考海大蓝皮书和法考杨帆（可听法考课，帮助理解）#宪法 与周叶中老师的书结合来看#宪法 海大自己的书，再参考一下周叶中老师的书，结合学习#刑诉修改部分参考法考向高甲老师的讲义	1.jpg#2.png#3.jpg#4.jpg#5.jpg#6.png#7.jpg#8.jpg	-	-	-	-	-	-	2021-7.xls	2021-1.xls#2020-6.xls	11#12#11#8%#-#330#-	8#12#8#33%#-#362#-	7#-#-#-#47#351#6.7:1	6#-#-#-#47#315#7.8:1
法学院	崂山校区	0351法律（专业学位）	25400	法律（非法学）	专硕	16000	初试成绩按本专业排名	三年	报考前所学专业为非法学专业	101思想政治理论	201英语一	398法硕联考专业基础（非法学）	498法硕联考综合（非法学）	F1608法律基础知识	-	法律硕士（非法学）专业学位联考考试分析#考试指南#历年真题	教育部考试分析#全国法律专业学位研究生教育指导委员会#华成法硕	最新版#最新版#最新版	高等教育出版社#中国人民大学出版社#高等教育出版社	官方的指定教材#刑法分论学习的辅助教材，刑法分论内容要比《考试分析》内容详细很多#真题的价值较大，把握命题风格	11.jpg#12.jpg#13.jpg	法律硕士（非法学）专业学位联考考试分析	教育部考试分析	最新版	高等教育出版社	复试大纲和初试大纲差不多，可以按照初试教材及准备的内容复习	11.jpg	2021-8.xls	2021-8.xls#2020-8.xls	58#83#61#27%#-#352#-	50#83#68#18%#-#325#-	34#-#-#-#753#350#22.1:1	28#-#-#-#500#315#17.9:1
法学院	崂山校区	0352法律（专业学位）	25500	法律（法学）	专硕	16000	初试成绩按本专业排名	两年	报考前所学专业为法学专业	101思想政治理论	201英语一	397法硕联考专业基础（法学）	497法硕联考综合（法学）	F1608法律基础知识	-	法律硕士（非法学）专业学位联考考试分析#考试指南#历年真题	教育部考试分析#全国法律专业学位研究生教育指导委员会#华成法硕	最新版#最新版#最新版	高等教育出版社#中国人民大学出版社#高等教育出版社	官方的指定教材#刑法分论学习的辅助教材，刑法分论内容要比《考试分析》内容详细很多#真题的价值较大，把握命题风格	11.jpg#12.jpg#13.jpg	法律硕士（非法学）专业学位联考考试分析	教育部考试分析	最新版	高等教育出版社	复试大纲和初试大纲差不多，可以按照初试教材及准备的内容复习	11.jpg	2021-9.xls	2021-9.xls#2020-9.xls	23#30#23#23%#-#327#-	29#47#39#17%#-#338#-	40#-#-#-#632#320#15.8:1	35#-#-#-#425#315#12:1
材料科学与工程学院	崂山校区	0805材料科学与工程	080500	材料科学与工程	学硕	8000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一	302数学二	925材料科学基础	F1701材料综合		材料科学基础	胡赓祥	第三版	上海交通大学出版社	专业课考的比较简单，上交大材料科学基础这本书里面很多内容都不考，考纲里面删除了三元相图和三元相图以后的那些章节的内容，所以难度下降了很多。	1.jpg	-	-	-	-	-	-	2021-1.xls	2021-1.xls#2020-1.xls	22#31#26#16%#-#314#-	14#24#24#0#-#297#-	15#-#-#-#67#299#4.46:1	8#-#-#-#64#309#8:1
材料科学与工程学院	崂山校区	0856材料与化工	085600	材料与化工（材料工程方向）	专硕	10000	初试成绩按本专业排名	三年	-	101思想政治理论	204英语二	303数学三	925材料科学基础	F1701材料综合		材料科学基础	胡赓祥	第三版	上海交通大学出版社	专业课考的比较简单，上交大材料科学基础这本书里面很多内容都不考，考纲里面删除了三元相图和三元相图以后的那些章节的内容，所以难度下降了很多。	1.jpg	-	-	-	-	-	-	2021-2.xls	2021-2.xls#2020-2.xls	60#80#58#27.5%#-#314#-	55#92#75#0#-#274#-	45#-#-#-#247#319#5.48:1	55#-#-#-#230#275#4.18:1
马克思主义学院	崂山校区	0305马克思主义理论	030500	马克思主义理论	学硕	8000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一	636马克思主义原理	969中国化马克思主义	F1801中国近代史和思想政治教育学		中国化马克思主义概论#辩证唯物主义和历史唯物主义原理	田克勤#李秀林	第二版#第五版	中国人民大学出版社#中国人民大学出版社	题目开放性较强，看课本的同时注意关注时政热点#题目较为常规，结合课本和大纲梳理知识点	1.jpg#2.jpg	中国历史#现代思想政治教育学	张岂之#张耀灿	-#-	高等教育出版社#人民出版社	把握中国近代史发展的主题和主线及规律#涉及内容较多，要系统的去掌握，运用相应原理解决相关理论问题和实际问题	3.jpg#4.jpg	2021-1.xls	2021-1.xls#2020-1.xls	13#20#15#25%#-#360#-	12#18#15#17%#-#356#-	12#-#-#-#79#378#6.58:1	9#-#-#-#57#369#5.7:1
基础教学中心	崂山校区	0451教育	045101	教育管理	专硕	16000	初试成绩按照本专业排名	3	本科毕业后三年以上工作经验	101思想政治理论	204英语二  	333教育综合 	942教育管理学	F1901管理学原理		教育管理学#教育学#中国教育史#简明中国教育史#外国教育史#教育心理学#教育心理学	陈孝彬#王道俊#孙培青#王炳照#张斌贤#张大均#陈琦	第三版#-#第三版#-#-#-#-	北京师范大学出版社#人民教育出版社#华东师范大学出版社#北京师范大学出版社#教育科学出版社#人民教育出版社#高等教育出版社	942参考用书#333参考用书，建议有基础的直接用凯程或Lucky笔记#333参考用书，建议有基础的直接用凯程或Lucky笔记#333参考用书建议有基础的直接用凯程或Lucky笔记#333参考用书，建议有基础的直接用凯程或Lucky笔记#333参考用书，建议有基础的直接用凯程或Lucky笔记#333参考用书，建议有基础的直接用凯程或Lucky笔记	1.jpg#2.jpg#3.jpg#4.jpg#5.jpg#6.jpg#7.jpg	管理学原理与方法	周三多	第七版	复旦大学出版社	结合大纲建议周三多课本的创新部分可不看，重点把握基本知识点	8.jpg	2021-1.xls	2021-1.xls#2020-1.xls	8#10#9#10%#-#281#-	12#14#13#7%#-#331#-	7#-#-#-#17#325#2.4:1	5#-#-#-#12#320#2.4:1
基础教学中心	崂山校区	0451教育	045108	学科教学（英语）	专硕	16000	初试成绩按照本专业排名	3	-	101思想政治理论	204英语二	333教育综合 	945综合英语B	F1902课程与教学论		教育学#中国教育史#简明中国教育史#外国教育史#教育心理学#教育心理学#英语教学法教程#语言学教程#美国文学#新编英国文学#星火英语考点精梳与精炼--英美文学#专八精品范文100篇	王道俊#孙培青#王炳照#张斌贤#张大均#陈琦#王蔷#胡壮麟#左金梅#左金梅#-#Matthew	-#第三版#-#-#-#-#第二版#第五版#-#-#-	人民教育出版社#华东师范大学出版社#北京师范大学出版社#教育科学出版社#人民教育出版社#高等教育出版社#高等教育出版社#北京大学出版社#中国海洋大学出版社#中国海洋大学出版社#吉林出版集团有限责任公司#外文出版社	333参考用书，2009版算是最经典的版本#333参考用书#333参考用书#333参考用书#333参考用书#333参考用书#946参考用书#946参考用书#946参考用书#946参考用书#可以作为辅助，结合左金梅老师的教材有针对性的复习#作文是外国人写的，比较地道，适合背诵	2.jpg#3.jpg#4.jpg#5.jpg#6.jpg#7.jpg#9.jpg#10.PNG#11.PNG#12.PNG#13.PNG#14.PNG	课程与教学论	王本陆	第二版	高等教育出版	结合大纲列出思维导图，逐一排查知识点	15.PNG	2021-2.xls	2021-2.xls#2020-2.xls	14#18#17#5%#-#348#-	14#20#20#0#-#354#-	9#-#-#140#392#15.6:1	10#-#-#-#182#387#18.2:1
基础教学中心	崂山校区	0451教育	045114	现代教育技术	专硕	16000	初试成绩按照本专业排名	3	-	101思想政治理论	204英语二	333教育综合 	937教学设计	F1902课程与教学论		教育学#中国教育史#简明中国教育史#外国教育史#教育心理学#教育心理学#教学设计	王道俊#孙培青#王炳照#张斌贤#张大均#陈琦#李龙	-#第三版#-#-#-#-#-	人民教育出版社#华东师范大学出版社#北京师范大学出版社#教育科学出版社#人民教育出版社#高等教育出版社#高等教育出版社	333参考用书，建议有基础的333直接用凯程辅导书#333参考用书，建议有基础的333直接用凯程辅导书#333参考用书建议有基础的333直接用凯程辅导书#333参考用书，建议有基础的333直接用凯程辅导书#333参考用书，建议有基础的333直接用凯程辅导书#333参考用书，建议有基础的333直接用凯程辅导书#	2.jpg#3.jpg#4.jpg#5.jpg#6.jpg#7.jpg#16.jpg	课程与教学论	王本陆	第二版	高等教育出版	结合大纲列出框架，逐一排查知识点	15.PNG	2021-3.xls	2021-3.xls#2020-3.xls	27#39#33#15%#-#374#-	32#48#42#12.5%#-#361#-	28#-#-#-#144#348#5.1:1	15#-#-#-#146#320#9.7:1
基础教学中心	崂山校区	0451教育	045117	科学与技术教育	专硕	16000	初试成绩按照本专业排名	3	-	101思想政治理论	204英语二	333教育综合 	984科学教育理论与方法	F1902课程与教学论		教育学#中国教育史#简明中国教育史#外国教育史#教育心理学#教育心理学#科学课程教学论	王道俊#孙培青#王炳照#张斌贤#张大均#陈琦#周青	-#第三版#-#-#-#-#-	人民教育出版社#华东师范大学出版社#北京师范大学出版社#教育科学出版社#人民教育出版社#高等教育出版社#科学出版社	333参考用书，建议有基础的直接用凯程或Lucky笔记#333参考用书，建议有基础的直接用凯程或Lucky笔记#333参考用书建议有基础的直接用凯程或Lucky笔记#333参考用书，建议有基础的直接用凯程或Lucky笔记#333参考用书，建议有基础的直接用凯程或Lucky笔记#333参考用书，建议有基础的直接用凯程或Lucky笔记#结合大纲和真题，这本书重合度最高	2.jpg#3.jpg#4.jpg#5.jpg#6.jpg#7.jpg#17.jpg	课程与教学论	王本陆	第二版	高等教育出版	结合大纲列出框架，逐一排查知识点	15.PNG	2021-4.xls	2021-4.xls#-	5#5#5#0#-#337#-	-	-	-
基础教学中心	崂山校区	0451教育	045118	学前教育	专硕	16000	初试成绩按照本专业排名	3	-	101思想政治理论	204英语二	333教育综合 	982学前教育学	F1902课程与教学论		教育学#中国教育史#简明中国教育史#外国教育史#教育心理学#教育心理学#学前教育学	王道俊#孙培青#王炳照#张斌贤#张大均#陈琦#虞永平	-#第三版#-#-#-#-#-	人民教育出版社#华东师范大学出版社#北京师范大学出版社#教育科学出版社#人民教育出版社#高等教育出版社#高等教育出版社	333参考用书，建议有基础的直接用凯程或Lucky笔记#333参考用书，建议有基础的直接用凯程或Lucky笔记#333参考用书建议有基础的直接用凯程或Lucky笔记#333参考用书，建议有基础的直接用凯程或Lucky笔记#333参考用书，建议有基础的直接用凯程或Lucky笔记#333参考用书，建议有基础的直接用凯程或Lucky笔记#与大纲内容吻合，推荐此书	2.jpg#3.jpg#4.jpg#5.jpg#6.jpg#7.jpg#18.jpg	课程与教学论	王本陆	第二版	高等教育出版	结合大纲列出框架，逐一排查知识点	15.PNG	2021-5.xls	2021-5.xls#-	8#11#10#9%#-#360#-	-	-	-
基础教学中心	崂山校区	0501中国语言文学	0501Z2	音乐文学	学硕	8000	初试成绩按照本专业排名	3	-	101思想政治理论	201英语一	659专业史论基础（中国音乐史、西方音乐史）	936和声分析与曲式作品分析	F1903音乐专业综合		-	-	-	-	-	-	-	-	-	-	-	-		-	1#0#0#-#-#355#-	1#0#0#-#-#355#-	1#-#-#-#-#355#-	1#-#-#-#345#-
基础教学中心	崂山校区	0452体育	045201	体育教学	专硕	10000	初试成绩按照本专业排名	3	-	101思想政治理论	204英语二	346体育综合	-	F1904体育专业综合		运动生理学习题集#运动训练学	王瑞元#人民教育出版社编	-#-	人民体育出版社#人民体育出版社	结合大纲梳理内容#结合大纲梳理内容	20.jpg#19.jpg	学校体育学#运动解剖学	周登嵩#徐国栋	-#第五版	人民体育出版社#人民体育出版社	结合大纲梳理内容#结合大纲梳理内容	21.jpg#22.jpg	2021-6.xls	2021-6.xls#2020-4.xls	6#11#11#0#-#281#-	5#8#6#5%#-#277#-	7#-#-#-#21#270#3:1	-
基础教学中心	崂山校区	0452体育	045202	运动训练	专硕	10000	初试成绩按照本专业排名	3	-	101思想政治理论	204英语二	346体育综合	-	F1904体育专业综合		运动生理学习题集#运动训练学	王瑞元#人民教育出版社编	-#-	人民体育出版社#人民体育出版社	结合大纲梳理内容#结合大纲梳理内容	20.jpg#19.jpg	学校体育学#运动解剖学	周登嵩#徐国栋	-#第五版	人民体育出版社#人民体育出版社	结合大纲梳理内容#结合大纲梳理内容	21.jpg#22.jpg	2021-7.xls	2021-7.xls#2020-5.xls	7#11#11#0#-#281#-	8#8#8#0#-#277#-	8#-#-#-#25#270#3.1:1	-
MBA教育中心	崂山校区	1251工商管理	125100	工商管理	专硕	102000(全程）	初试成绩按专业排名	3	本科毕业后三年以上工作经验	-	204英语二	199管理类联考综合能力	-	F2001思想政治理论	F2002管理学原理	数学高分指南#逻辑精点#逻辑1000题#高分指南写作分册	陈剑#赵鑫全#赵鑫全#王诚	最新版#最新版#最新版#最新版	机械工业出版社#机械工业出版社#机械工业出版社#高等教育出版社	数学模块-重基础，出题较为灵活，首选陈剑老师#算是公认的教材了#搭配逻辑精点#跟着王诚学理念，提高写作的思维。	11.jpg#22.jpg#33.jpg#44.jpg	管理学原理与方法#管理学	周三多#杨文士	第六版#第三版	复旦大学出版社#中国人民大学出版社	MBA管理学的考察相对基础，结合大纲梳理好相应知识点就可以，把基本的知识点记住就可以，结合大纲梳理知识点-辅助用书#主要用书-大纲与杨文士的管理学重合度较高	2.jpg#3.jpg	-	2021-1.xls#2020-1.xls	240#284#281#0.3%#-#173#-	200#265#287#0#-#177#-	260#-#-#-#828#170#3.2:1	200#-#-#-#710#165#3.6:1
MPA教育中心	崂山校区	1252公共管理	125200	公共管理	专硕	72000（全程）	初试成绩按本专业排名	3	本科毕业后三年以上工作经验	-	204英语二	199管理类联考综合能力	-	F2101公共管理学	F2102思想政治理论	数学高分指南#逻辑精点#逻辑1000题#高分指南写作分册	陈剑#赵鑫全#赵鑫全#王诚	最新版#最新版#最新版#最新版	机械工业出版社#机械工业出版社#机械工业出版社#高等教育出版社	数学模块-重基础，出题较为灵活，首选陈剑老师#算是公认的教材了#搭配逻辑精点#跟着王诚学理念，提高写作的思维。	11.jpg#22.jpg#33.jpg#44.jpg	公共管理学	陈振明	第二版	中国人民大学出版社	结合大纲梳理内容	2.jpg		2021-1.xls#2020-1.xls	220#268#258#0.3%#-#174#-	190#265#277#0#-#183#-	230#-#-#-#815#175#3.5:1	150#-#-#-#575#175#3.8:1
会计硕士教育中心	崂山校区	1253会计	125300	会计（01-03方向）	专硕	30000（全）/120000（非全全程）	初试成绩按专业排名	2（全）/3（非全）	-	-	204英语二	199管理类联考综合能力	-	F2201思想政治理论	F2202专业综合	数学高分指南#逻辑精点#逻辑1000题#高分指南写作分册	陈剑#赵鑫全#赵鑫全#王诚	最新版#最新版#最新版#最新版	机械工业出版社#机械工业出版社#机械工业出版社#高等教育出版社	数学模块-重基础，出题较为灵活，首选陈剑老师#算是公认的教材了#搭配逻辑精点#跟着王诚学理念，提高写作的思维。	1.jpg#2.jpg#3.jpg#4.jpg	西方经济学（微观部分）#财务会计学#财务管理学#管理会计学	高鸿业#戴德明#荆新#孙茂竹	第七版#第十二版#第八版#第八版	中国人民大学出版社#中国人民大学出版社#中国人民大学出版社#中国人民大学出版社	这几门都要好好看，不要只看重一门，总体来说海大的MPAcc是偏重于管理会计，建议基础不好可以先看网课。微观经济学结合大纲梳理知识点#结合网课促进对知识点的理解#结合大纲梳理内容#结合大纲梳理内容	5.jpg#6.jpg#7.jpg#8.jpg	2021-1.xls	2021-1.xls#2020-1.xls	23#54#52#4%#-#238#-	27#114#92#19%#-#193#-	21#-#-#-#233#242#11:1	40#-#-#-#0#175#-
会计硕士教育中心	崂山校区	1253会计	125300	会计（04-05方向，三亚）	专硕	30000（全）/120000（非全全程）	初试成绩按专业排名	2（全）/3（非全）	-	-	204英语二	199管理类联考综合能力	-	F2201思想政治理论	F2202专业综合	数学高分指南#逻辑精点#逻辑1000题#高分指南写作分册	陈剑#赵鑫全#赵鑫全#王诚	最新版#最新版#最新版#最新版	机械工业出版社#机械工业出版社#机械工业出版社#高等教育出版社	数学模块-重基础，出题较为灵活，首选陈剑老师#算是公认的教材了#搭配逻辑精点#跟着王诚学理念，提高写作的思维。	1.jpg#2.jpg#3.jpg#4.jpg	西方经济学（微观部分）#财务会计学#财务管理学#管理会计学	高鸿业#戴德明#荆新#孙茂竹	第七版#第十二版#第八版#第八版	中国人民大学出版社#中国人民大学出版社#中国人民大学出版社#中国人民大学出版社	这几门都要好好看，不要只看重一门，总体来说海大的MPAcc是偏重于管理会计，建议基础不好可以先看网课。微观经济学结合大纲梳理知识点#结合网课促进对知识点的理解#结合大纲梳理内容#结合大纲梳理内容	5.jpg#6.jpg#7.jpg#8.jpg	2021-2.xls	2021-2.xls	60#83#63#24%#-#208#-	-	-	-
旅游管理硕士教育中心	崂山校区	1254旅游管理	125400	旅游管理	专硕	16000(全)/45000(非全全程)	初试成绩按本专业排名	2(全)/3(非全）	本科毕业后三年以上工作经验	-	203日语或204英语二	199管理类联考综合能力	-	F2001思想政治理论	F02402旅游学理论与实践	数学高分指南#逻辑精点#逻辑1000题#高分指南写作分册	陈剑#赵鑫全#赵鑫全#王诚	最新版#最新版#最新版#最新版	机械工业出版社#机械工业出版社#机械工业出版社#高等教育出版社	数学模块-重基础，出题较为灵活，首选陈剑老师#算是公认的教材了#搭配逻辑精点#跟着王诚学理念，提高写作的思维。	1.jpg#2.jpg#3.jpg#4.jpg	旅游管理综论#基础旅游学	张广海#谢彦君	-#第二版	经济管理出版社#中国旅游出版社		5.jpg#6.jpg	内容考察较为简单，结合复试大纲梳理知识点，另外也要注意时政热点问题#结合复试大纲梳理知识点，并注意与时政问题相结合	2021-1.xls#2020-1.xls	11#15#15#0#-#179#-	10#16#15#6%#-#175#-	10#-#-#-#39#170#3.9:1	10#-#-#-#39#165#3.9:1
国际事务与公共管理学院	崂山校区	0302政治学	030201	政治学理论	学硕	8000	初试成绩按一级学科排名	三年	-	101思想政治理论	201英语一或202俄语或203日语	632政治学原理	967政治学综合	F3001比较政治制度		政治学导论#中国政治思想史#西方政治思想史纲#国际关系精要#国际政治学概论	杨光斌#曹德本#马啸原#黄日涵#李少军	第五版#第二版#-#-#第五版	中国人民大学出版社#高等教育出版社#高等教育出版社#社会科学文献出版社#上海人民出版社	632推荐教材-与大纲贴合度最高，结合历年真题来抓重点#967推荐教材#967推荐教材#967推荐教材#967推荐教材	1.jpg#2.jpg#3.jpg#4.jpg#5.jpg	-	-	-	-	-	-	2021-1.xls	2021-1.xls#2020-1.xls	2#5#2#60%#-#330#-	4#3#4#0#-#325#-	3#-#-#-#13#360#4.3:1	2#-#-#-#3#315#1.5:1
国际事务与公共管理学院	崂山校区	0302政治学	030202	中外政治制度	学硕	8000	初试成绩按一级学科排名	三年	-	101思想政治理论	201英语一或202俄语或203日语	632政治学原理	967政治学综合	F3001比较政治制度		政治学导论#中国政治思想史#西方政治思想史纲#国际关系精要#国际政治学概论	杨光斌#曹德本#马啸原#黄日涵#李少军	第五版#第二版#-#-#第五版	中国人民大学出版社#高等教育出版社#高等教育出版社#社会科学文献出版社#上海人民出版社	632推荐教材-与大纲贴合度最高，结合历年真题来抓重点#967推荐教材#967推荐教材#967推荐教材#968推荐教材	1.jpg#2.jpg#3.jpg#4.jpg#5.jpg	-	-	-	-	-	-	2021-2.xls	2021-1.xls#2020-1.xls	3#6#4#33.3%#-#330#-	3#3#3#0#-#325#-	3#-#-#-#3#320#1:1	2#-#-#-#8#315#4:1
